KEY,en,notes,sp,fr,de,it,pt-br,ru,ko,ja,zh
ABILITY_CARRIONSHOT_NAME,Carrion Shot,,Tiro carroñero,Tir charognard,Aasschuss,Colpo della Carogna,Tiro de Carniça,,,キャリオンショット,
ABILITY_CARRIONSHOT_DESC,Deal 1 damage and inflict Leech 1.[s:.7]This spell is stronger and castable while you're downed.[/s],,Inflige 1 de daño y 1 de sanguijuela.[s:.7](Este hechizo es más fuerte y se puede lanzar cuando la unidad está abatida).[/s],Dégâts&nbsp;+1&nbsp;et Sangsue&nbsp;+1.[s:.7]Sort disponible et plus puissant si vous êtes K.O.[/s],"Verursache 1&nbsp;Schaden und Blutegel&nbsp;1.[s:.7]Dieser Zauber ist stärker, wenn du ohnmächtig bist.[/s]",Infliggi 1 di danno e Sanguisuga 1.[s:.7]Quest'incantesimo è più potente e può essere lanciato in stato di KO.[/s],Cause 1 de dano e aplique sanguessuga 1.[s:.7]É possível lançar este encantamento e ele fica mais forte quando você está inconsciente.[/s],,,1ダメージを​与え、​リーチ1を​付与する。[s:.7]この​スペルは​倒れている​間も​強力で​発動可能。[/s],
ABILITY_CARRIONSHOT2_DESC,Deal 2 damage and inflict Leech 2.[s:.7]This spell is stronger and castable while you're downed.[/s],,Inflige 2 de daño y 2 de sanguijuela.[s:.7](Este hechizo es más fuerte y se puede lanzar cuando la unidad está abatida).[/s],Dégâts&nbsp;+2&nbsp;et Sangsue&nbsp;+2.[s:.7]Sort disponible et plus puissant si vous êtes K.O.[/s],"Verursache 2&nbsp;Schaden und Blutegel&nbsp;2.[s:.7]Dieser Zauber ist stärker, wenn du ohnmächtig bist.[/s]",Infliggi 2 di danno e Sanguisuga 2.[s:.7]Quest'incantesimo è più potente e può essere lanciato in stato di KO.[/s],Cause 2 de dano e aplique sanguessuga 2.[s:.7]É possível lançar este encantamento e ele fica mais forte quando você está inconsciente.[/s],,,2ダメージを​与え、​リーチ2を​付与する。[s:.7]この​スペルは​倒れている​間も​強力で​発動可能。[/s],
ABILITY_LIFEDRAIN_NAME,Lifedrain,,Drenaje vital,Vol de vie,Leben absaugen,Drenaggio Vitale,Dreno de Vida,,,ライフドレイン,
ABILITY_LIFEDRAIN_DESC,"Drain 2 HP at melee range.[s:.7]This spell is much stronger and castable while you're downed. If this kills a unit, revive with 50% hp.[/s]",,"Resta 2 PS en un alcance cuerpo a cuerpo.[s:.7](Este hechizo es mucho más fuerte y se puede lanzar cuando la unidad está abatida. Si mata a una unidad, resucita con un 50 % de sus PS).[/s]","Vous absorbez 2&nbsp;PV au corps-à-corps.[s:.7]Sort disponible et bien plus puissant si vous êtes K.O. Si le sort tue une unité, vous la réanimez avec 50&nbsp;% de ses PV.[/s]","Sauge 2&nbsp;LP von einer Einheit in Nahkampfreichweite ab.[s:.7]Dieser Zauber ist viel stärker, wenn du ohnmächtig bist. Tötet er eine Einheit, wirst du mit 50&nbsp;% LP wiederbelebt.[/s]","Assorbi 2 PS a distanza in mischia.[s:.7]Quest'incantesimo è molto più potente e può essere lanciato in stato di KO. Se uccidi un'unità, resusciti con il 50% dei PS.[/s]","Drene 2 PV em alcance corpo-a-corpo.[s:.7]É possível lançar este encantamento e ele fica muito mais forte quando você está inconsciente. Se isto matar uma unidade, reviva com 50% de saúde.[/s]",,,近接範囲で​2HPを​吸収する。[s:.7]この​スペルは​倒れている​間も​非常に​強力で​発動可能。​これが​ユニットを​倒した​場合、​50%の​HPで​復活する。[/s],
ABILITY_LIFEDRAIN2_DESC,"Drain 2 HP at melee range.[s:.7]This spell is much stronger and castable while you're downed. If this kills a unit, revive with max hp.[/s]",,"Resta 2 PS en un alcance cuerpo a cuerpo.[s:.7](Este hechizo es mucho más fuerte y se puede lanzar cuando la unidad está abatida. Si mata a una unidad, resucita con los PS máximos).[/s]","Vous absorbez 2&nbsp;PV au corps-à-corps.[s:.7]Sort disponible et bien plus puissant si vous êtes K.O. Si le sort tue une unité, vous la réanimez avec la totalité de ses PV.[/s]","Sauge 2&nbsp;LP von einer Einheit in Nahkampfreichweite ab.[s:.7]Dieser Zauber ist viel stärker, wenn du ohnmächtig bist. Tötet er eine Einheit, wirst du mit max. LP wiederbelebt.[/s]","Assorbi 2 PS a distanza in mischia.[s:.7]Quest'incantesimo è molto più potente e può essere lanciato in stato di KO. Se uccidi un'unità, resusciti con il massimo dei PS.[/s]","Drene 2 PV em alcance corpo-a-corpo.[s:.7]É possível lançar este encantamento e ele fica muito mais forte quando você está inconsciente. Se isto matar uma unidade, reviva com saúde completa.[/s]",,,近接範囲で​2HPを​吸収する。[s:.7]この​スペルは​倒れている​間も​非常に​強力で​発動可能。​これが​ユニットを​倒した​場合、​最大HPで​復活する。[/s],
ABILITY_COFFINFLOP_NAME,Coffin Flop,,Golpe de ataúd,Ouverture de cercueil,Sargklatscher,Bara Assassina,Caixão Virado,,,コフィンフロップ,
ABILITY_COFFINFLOP_DESC,Jump to an open tile in range 2.[s:.7]This spell is stronger and castable while you're downed. When downed you can land on units dealing damage and inflicting Madness. [/s],,"Salta a una casilla vacía en un alcance de 2 casillas.[s:.7](Este hechizo es más fuerte y se puede lanzar cuando la unidad está abatida. Si está abatida, puede aterrizar sobre las unidades, infligirles daño y locura).[/s]","Vous sautez sur une case libre dans un rayon de 2&nbsp;cases.[s:.7]Sort disponible et plus puissant quand vous êtes K.O. Si c'est le cas, vous pouvez atterrir sur des unités en leur infligeant Folie ainsi que des dégâts.[/s]","Spring auf ein offenes Feld in Reichweite&nbsp;2.[s:.7]Dieser Zauber ist stärker, wenn du ohnmächtig bist. Wenn du ohnmächtig bist, verursachst du Schaden und Wahnsinn bei Einheiten, auf denen du landest.[/s]","Salti su una casella libera nel raggio d'azione di 2.[s:.7]Quest'incantesimo è molto più potente e può essere lanciato in stato di KO. Quando sei in tale stato, puoi atterrare su delle unità infliggendo danno e Follia.[/s]","Pule até um espaço aberto em alcance 2.[s:.7]É possível lançar este encantamento e ele fica mais forte quando você está inconsciente. Enquanto você está inconsciente, é possível cair sobre unidades em qualquer lugar, causando dano e aplicando insanidade.[/s]",,,射程2の​空いている​タイルに​ジャンプする。[s:.7]この​スペルは​倒れている​間も​強力で​発動可能。​倒れている​時は​ユニットに​着地して​ダメージと​狂気を​付与できる。[/s],
ABILITY_COFFINFLOP2_DESC,Jump to an open tile in range 3.[s:.7]This spell is stronger and castable while you're downed. When downed you can land on units anywhere dealing damage and inflicting Madness 2. [/s],,"Salta a una casilla vacía en un alcance de 3 casillas.[s:.7](Este hechizo es más fuerte y se puede lanzar cuando la unidad está abatida. Si está abatida, puede aterrizar sobre las unidades, infligirles daño y 2 de locura).[/s]","Vous sautez sur une case libre dans un rayon de 3&nbsp;cases.[s:.7]Sort disponible et plus puissant quand vous êtes K.O. Si c'est le cas, vous pouvez atterrir sur des unités n'importe où en leur infligeant Folie&nbsp;+2 ainsi que des dégâts.[/s]","Spring auf ein offenes Feld in Reichweite&nbsp;3.[s:.7]Dieser Zauber ist stärker, wenn du ohnmächtig bist. Wenn du ohnmächtig bist, verursachst du Schaden und Wahnsinn bei Einheiten, auf denen du landest.[/s]","Salti su una casella libera nel raggio d'azione di 3.[s:.7]Quest'incantesimo è molto più potente e può essere lanciato in stato di KO. Quando sei in tale stato, puoi atterrare su delle unità infliggendo danno e Follia 2.[/s]","Pule até um espaço aberto em alcance 3.[s:.7]É possível lançar este encantamento e ele fica mais forte quando você está inconsciente. Enquanto você está inconsciente, é possível cair sobre unidades em qualquer lugar, causando dano e aplicando insanidade 2.[/s]",,,射程3の​空いている​タイルに​ジャンプする。[s:.7]この​スペルは​倒れている​間も​強力で​発動可能。​倒れている​時は​任意の​場所の​ユニットに​着地して​ダメージと​狂気2を​付与できる。[/s],
ABILITY_DONATEBLOOD_NAME,Donate Blood,,Donación de sangre,Don de sang,Blut spenden,Donazione di Sangue,Doar Sangue,,,献血,
ABILITY_DONATEBLOOD_DESC,"Heal a unit 5 HP, then take 10 damage.[s:.7]Castable while you're downed. If you do, take no damage and give what you heal All Stats Up.[/s]",,"Devuelve a una unidad 5 PS y luego sufre 10 de daño.[s:.7](Se puede lanzar cuando la unidad está abatida. Si es así, no sufre daño y otorga aumento total a lo que cura).[/s]","Vous rendez 5&nbsp;PV à une unité, puis subissez 10&nbsp;points de dégâts.[s:.7]Disponible même K.O. Dans ce cas, vous ne subissez aucun dégât et octroyez Hausse de stats à ce que vous soignez.[/s]","Heile 5&nbsp;LP bei einer Einheit und erleide 10&nbsp;Schaden.[s:.7]Kann gewirkt werden, während du ohnmächtig bist. In dem Fall erleidest du keinen Schaden und verleihst einen Bonus auf alle Attribute.[/s]","Curi un'unità di 5 PS, poi subisci di 10 danno.[s:.7]Lanciabile mentre sei in stato di KO. Se lo fai, non subisci danno e fornisci a ciò che curi Aumento delle Statistiche.[/s]","Cure 5 PV de uma unidade, e então sofra 10 de dano.[s:.7]É possível lançar este encantamento e ele fica mais forte quando você está inconsciente. Se o fizer, não sofra dano e conceda todos os atributos aumentados a quem você curar.[/s]",,,ユニットを​5HP回復し、​10ダメージを​受ける。[s:.7]倒れている​間も​発動可能。​その​場合、​ダメージを​受けず、​回復した​ものに​全ステータス上昇を​与える。[/s],
ABILITY_DONATEBLOOD2_DESC,"Heal all units in an area 5 HP, then take 10 damage.[s:.7]Castable while you're downed. If you do, take no damage and give what you heal All Stats Up.[/s]",,"Devuelve a todas las unidades en un área 5 PS y luego sufre 10 de daño.[s:.7](Se puede lanzar cuando la unidad está abatida. Si es así, no sufre daño y otorga aumento total a lo que cura).[/s]","Vous soignez 5&nbsp;PV aux unités dans une zone, puis subissez 10&nbsp;points de dégâts.[s:.7]Disponible même K.O. Dans ce cas, vous ne subissez aucun dégât et octroyez Hausse de stats à ce que vous soignez.[/s]","Heile 5&nbsp;LP bei Einheiten in einem bestimmten Bereich und erleide 10&nbsp;Schaden.[s:.7]Kann gewirkt werden, während du ohnmächtig bist. In dem Fall erleidest du keinen Schaden und verleihst einen Bonus auf alle Attribute.[/s]","Curi tutte le unità in un'area di 5 PS, poi subisci di 10 danno.[s:.7]Lanciabile mentre sei in stato di KO. Se lo fai, non subisci danno e fornisci a ciò che curi Aumento delle Statistiche.[/s]","Cure 5 PV de todas as unidades de uma área, e então sofra 10 de dano.[s:.7]É possível lançar este encantamento e ele fica mais forte quando você está inconsciente. Se o fizer, não sofra dano e conceda todos os atributos aumentados a quem você curar.[/s]",,,範囲内の​全ての​ユニットを​5HP回復し、​10ダメージを​受ける。[s:.7]倒れている​間も​発動可能。​その​場合、​ダメージを​受けず、​回復した​ものに​全ステータス上昇を​与える。[/s],
ABILITY_SEANCE_NAME,Seance,,Espiritismo,Séance d'occultisme,Séance,Seduta Spiritica,Sessão Espírita,,,セアンス,
ABILITY_SEANCE_DESC,"Spawn a ghost Familiar that fades after its first turn.[s:.7]Castable while you're downed. If you do, spawn a shadow copy of yourself instead.[/s]",,"Genera un familiar fantasma que se desvanece tras su primer turno.[s:.7](Se puede lanzar cuando la unidad está abatida. Si es así, genera una copia de sí misma en su lugar).[/s]","Vous invoquez un fantôme de compagnie qui disparaît après son premier tour.[s:.7]Disponible même K.O. Dans ce cas, vous invoquez un double d'ombre.[/s]","Rufe einen Geisterbegleiter, der nach seinem ersten Zug verschwindet.[s:.7]Kann gewirkt werden, während du ohnmächtig bist. In dem Fall rufst du stattdessen einen Schattenklon.[/s]","Generi un famiglio fantasma che svanisce dopo il suo primo turno.[s:.7]Lanciabile mentre sei in stato di KO. Se lo fai, il risultato è diverso: genererai una tua copia ombra.[/s]","Gere um familiar fantasma que desaparece após seu primeiro turno.[s:.7]É possível lançar este encantamento quando você está inconsciente. Se o fizer, ao invés do familiar, gere uma cópia sombria sua.[/s]",,,最初の​ターンの​後に​消える​ゴースト​使い魔を​生成する。[s:.7]倒れている​間も​発動可能。​その​場合、​代わりに​自分の​影の​コピーを​生成する。[/s],
ABILITY_SEANCE2_DESC,"Spawn a ghost Familiar that fades after its second turn.[s:.7]Castable while you're downed. If you do, spawn a shadow copy of yourself instead.[/s]",,"Genera un familiar fantasma que se desvanece tras su segundo turno.[s:.7](Se puede lanzar cuando la unidad está abatida. Si es así, genera una copia de sí misma en su lugar).[/s]","Vous invoquez un fantôme de compagnie qui disparaît après son deuxième tour.[s:.7]Disponible même K.O. Dans ce cas, vous invoquez un double d'ombre.[/s]","Rufe einen Geisterbegleiter, der nach seinem zweiten Zug verschwindet.[s:.7]Kann gewirkt werden, während du ohnmächtig bist. In dem Fall rufst du stattdessen einen Schattenklon.[/s]","Generi un famiglio fantasma che svanisce dopo il suo secondo turno.[s:.7]Lanciabile mentre sei in stato di KO. Se lo fai, il risultato è diverso: genererai una tua copia ombra.[/s]","Gere um familiar fantasma que desaparece após seu segundo turno.[s:.7]É possível lançar este encantamento quando você está inconsciente. Se o fizer, ao invés do familiar, gere uma cópia sombria sua.[/s]",,,2回目の​ターンの​後に​消える​ゴースト​使い魔を​生成する。[s:.7]倒れている​間も​発動可能。​その​場合、​代わりに​自分の​影の​コピーを​生成する。[/s],
ABILITY_GOLIMP_NAME,Go Limp,,Pata coja,Cahin-caha,Erschlaffen,In Scioltezza,Fingir de Morto,,,ゴーリンプ,
ABILITY_GOLIMP_DESC,"Until your next turn, you won't get injured if you're downed.",,"Hasta el próximo turno, no sufre lesiones si es abatida.","Jusqu'à votre prochain tour, vous ne recevez pas de blessure si vous êtes mis K.O.","Bis zu deinem nächsten Zug erleidest du keine Verletzungen, falls du in Ohnmacht fällst.","Fino al turno successivo, non subirai ferite se sei in stato di inattività.","Até seu próximo turno, você não sofre ferimentos se estiver inconsciente.",,,次の​ターンまで、​倒されても​ケガを​しない。[b][/b],
ABILITY_GOLIMP2_DESC,"Until your next turn, you won't get injured if you're downed.When downed, inflict Confusion 10 on the unit that downed you.",,"Hasta el próximo turno, no sufre lesiones si es abatida.Si es abatida, inflige 10 de confusión a la unidad que la ha abatido.","Jusqu'à votre prochain tour, vous ne recevez pas de blessure si vous êtes mis K.O.Si une unité vous met K.O., elle subit Confusion&nbsp;+10&nbsp;.","Bis zu deinem nächsten Zug erleidest du keine Verletzungen, falls du in Ohnmacht fällst.Wenn du in Ohnmacht fällst, verursachst du bei der Einheit, die dich besiegt hat, Verwirrung&nbsp;10.","Fino al turno successivo, non subirai ferite se sei in stato di KO.Quando sei in stato di KO, infliggi Confusione 10 all'unità che ti ha inflitto lo stato.","Até seu próximo turno, você não sofre ferimentos se estiver inconsciente.Ao ficar inconsciente, aplique confusão 10 na unidade que causou isso.",,,次の​ターンまで、​倒されても​ケガを​しない。​倒された​時、​倒した​ユニットに​混乱10を​付与する。[b][/b],
ABILITY_DEMONICPACT_NAME,Demonic Pact,,Pacto demoníaco,Pacte démoniaque,Dämonischer Pakt,Patto Demoniaco,Pacto Demoníaco,,,デモニックパクト,
ABILITY_DEMONICPACT_DESC,"Injure yourself and take an extra turn.[s:.7](This spell can't be cast on extra turns.)[/s]",,Se autoinflige una lesión y juega un turno extra.[s:.7](Este hechizo no se puede lanzar en turnos extras).[/s],Vous vous blessez et jouez un tour supplémentaire.[s:.7](Non disponible lors des tours supplémentaires.)[/s],Erleide eine Verletzung und erhalte einen zusätzlichen Zug.[s:.7](Kann nicht in einem zusätzlichen Zug verwendet werden.)[/s],Ti ferisci per ottenere un turno aggiuntivo.[s:.7](Quest'incantesimo non può essere lanciato nei turni aggiuntivi.)[/s],Cause um ferimento a si para obter um turno adicional.[s:.7](Este encantamento não pode ser lançado em turnos extras.)[/s],,,自分に​ケガを​負わせ、​追加ターンを​得る。[s:.7](この​スペルは​追加ターン中は​発動不可)[/s],
ABILITY_DEMONICPACT2_DESC,"Injure yourself and take an extra turn.[s:.7](This spell costs less. This spell can't be cast on extra turns.)[/s]",,Se autoinflige una lesión y juega un turno extra.[s:.7](Este hechizo cuesta menos. Este hechizo no se puede lanzar en turnos extras).[/s],Vous vous blessez et jouez un tour supplémentaire.[s:.7](Coût réduit. Non disponible lors des tours supplémentaires.)[/s],Erleide eine Verletzung und erhalte einen zusätzlichen Zug.[s:.7](Dieser Zauber kostet weniger. Kann nicht in einem zusätzlichen Zug verwendet werden.)[/s],Ti ferisci per ottenere un turno aggiuntivo.[s:.7](Quest'incantesimo costa meno. Non può essere lanciato nei turni aggiuntivi.)[/s],Cause um ferimento a si para obter um turno adicional.[s:.7](Este encantamento possui custo reduzido e não pode ser lançado em turnos extras.)[/s],,,自分に​ケガを​負わせ、​追加ターンを​得る。[s:.7](この​スペルは​マナコストが​低い。​この​スペルは​追加ターン中は​発動不可)[/s],
ABILITY_CURSE_NAME,Curse,,Maldición,Malédiction,Fluch,Maledizione,Maldição,,,カース,
ABILITY_CURSE_DESC,Give a unit -4 [img:lck].,,Otorga a una unidad -4 [img:lck].,[img:lck]&nbsp;-4&nbsp;à une unité.,Verursache -4&nbsp;[img:lck] bei einer Einheit.,Fornisci a un'unità -4 alla [img:lck].,Aplique -4 de [img:lck] a uma unidade.,,,ユニットに​-4[img:lck]を​与える。,
ABILITY_CURSE2_DESC,Give a unit -4 [img:lck].[s:.7](This spell has increased range)[/s],,Otorga a una unidad -4 [img:lck].[s:.7](Este hechizo tiene un alcance ampliado).[/s],[img:lck]&nbsp;-4&nbsp;à une unité.[s:.7](Portée augmentée.)[/s],Verursache -4&nbsp;[img:lck] bei einer Einheit.[s:.7](Dieser Zauber hat erhöhte Reichweite.),Fornisci a un'unità -4 alla [img:lck].[s:.7](Quest'incantesimo ha un raggio d'azione maggiore)[/s],Aplique -4 de [img:lck] a uma unidade.[s:.7](Este encantamento possui alcance aumentado.)[/s],,,ユニットに​-4[img:lck]を​与える。[s:.7](この​スペルは​射程が​増加)[/s],
ABILITY_LEECHSWARM_NAME,Leech Swarm,,Enjambre de sanguijuelas,Essaim de sangsues,Blutegelschwarm,Sciame di Sanguisughe,Enxame de Sanguessugas,,,リーチスウォーム,
ABILITY_LEECHSWARM_DESC,"Inflict Leech 3 on all units, except yourself.",,Inflige 3 de sanguijuela a todas las unidades salvo a sí misma.,Sangsue&nbsp;+3&nbsp;sur toutes les unités sauf vous.,Verursache bei allen Einheiten außer dir selbst Blutegel&nbsp;3.,"Infliggi Sanguisuga 3 a tutte le unità, tranne che a te.",Aplique sanguessuga 3 em todas as unidades exceto você.,,,自分以外の​全ての​ユニットに​リーチ3を​付与する。[b][/b],
ABILITY_LEECHSWARM2_DESC,"Inflict Leech 1 on each allied unit and Leech 3 on all other units, except yourself.",,Inflige 1 de sanguijuela a todos los aliados y 3 de sanguijuela a las demás unidades salvo a sí misma.,Sangsue&nbsp;+1&nbsp;sur toutes les unités alliées et Sangsue&nbsp;+3&nbsp;à toutes les autres unités sauf vous.,Verursache bei allen Verbündeten Blutegel&nbsp;1 und bei allen anderen Einheiten außer dir selbst Blutegel&nbsp;3.,"Infliggi Sanguisuga 1 a ogni unità alleata e Sanguisuga 3 a tutte le altre unità, tranne che a te.","Aplique sanguessuga 1 em cada aliado e sanguessuga 3 em cada inimigo, exceto você.",,,各味方​ユニットに​リーチ1、​自分以外の​全ての​他の​ユニットに​リーチ3を​付与する。[b][/b],
ABILITY_FEED_NAME,Feed,,Alimento,Alimentation,Leichenschmaus,Nutrimento,Alimentar,,,フィード,
ABILITY_FEED_DESC,Destroy an adjacent body. Your basic attack inflicts +1 Leech for the rest of the battle.,,Destruye un cadáver adyacente. El ataque básico inflige +1 de sanguijuela durante el resto del combate.,Vous détruisez un cadavre adjacent. Votre attaque de base inflige Sangsue&nbsp;+1&nbsp;pendant le reste du combat.,Zerstöre eine benachbarte Leiche. Dein Grundangriff verursacht für den Rest des Kampfes +1&nbsp;Blutegel.,Distruggi un corpo adiacente. Il tuo attacco base infligge +1 Sanguisuga per il resto della battaglia.,Destrua um corpo adjacente. Seu ataque básico aplica +1 sanguessuga pelo resto da batalha.,,,隣接する​死体を​破壊する。​バトルの​残りの間、​通常攻撃は​+1リーチを​付与する。[b][/b],
ABILITY_FEED2_DESC,Destroy a body at range. Your basic attack inflicts +1 Leech for the rest of the battle.,,Destruye un cadáver dentro de su radio de alcance. El ataque básico inflige +1 de sanguijuela durante el resto del combate.,Vous détruisez un cadavre dans un rayon. Votre attaque de base inflige Sangsue&nbsp;+1&nbsp;pendant le reste du combat.,Zerstöre Leiche innerhalb deiner Reichweite. Dein Grundangriff verursacht für den Rest des Kampfes +1&nbsp;Blutegel.,Distruggi un corpo a distanza. Il tuo attacco base infligge +1 Sanguisuga per il resto della battaglia.,Destrua um corpo dentro do alcance. Seu ataque básico aplica +1 sanguessuga pelo resto da batalha.,,,遠くの​死体を​破壊する。​バトルの​残りの間、​通常攻撃は​+1リーチを​付与する。[b][/b],
ABILITY_HUSH_NAME,Hush,,Silenciamiento,Chut,Totschweigen,Silenzio,Silenciar,,,ハッシュ,
ABILITY_HUSH_DESC,Inflict Sleep 1 on an adjacent unit.,,Inflige 1 de sueño a una unidad adyacente.,Sommeil&nbsp;+1&nbsp;à une unité adjacente.,Verursache Schlaf&nbsp;1 bei einer benachbarten Einheit.,Infliggi Sonno 1 a un'unità adiacente.,Aplique sono 1 em uma unidade adjacente.,,,隣接する​ユニットに​睡眠1を​付与する。[b][/b],
ABILITY_HUSH2_DESC,Inflict Sleep 1 on a unit in range 4.,,Inflige 1 de sueño a una unidad en un alcance de 4 casillas.,Sommeil&nbsp;+1&nbsp;à une unité dans un rayon de 4&nbsp;cases.,Verursache Schlaf&nbsp;1 bei einer Einheit in Reichweite&nbsp;4.,Infliggi Sonno 1 a un'unità in un raggio d'azione di 4.,Aplique sono 1 em uma unidade em alcance 4.,,,射程4の​ユニットに​睡眠1を​付与する。[b][/b],
ABILITY_REAPERSTEP_NAME,Reaper Step,,Paso de la parca,Pas de faucheuse,Schnitterschritt,Passo del Mietitore,Passo do Ceifador,,,リーパーステップ,
ABILITY_REAPERSTEP_DESC,"Teleport to an open tile in range 1. Whenever a unit dies, this spell's range increases by 1.",,"Se teletransporta a una casilla vacía en un alcance de 1 casilla. Cuando una unidad muere, el alcance de este hechizo aumenta en 1.","Vous vous téléportez sur une case libre dans un rayon de 1&nbsp;case. Si une unité décède, Portée&nbsp;+1&nbsp;de ce sort.","Teleportiere dich auf ein offenes Feld in Reichweite&nbsp;1. Die Reichweite dieses Zaubers erhöht sich immer, wenn eine Einheit stirbt.","Ti teletrasporti in una casella libera in un raggio d'azione di 1. Ogni volta che un'unità muore, il raggio d'azione di questo incantesimo aumenta di 1.","Teletransporte-se para um espaço aberto em alcance 1. Sempre que uma unidade morrer, o alcance deste encantamento aumenta em 1.",,,射程1の​空いている​タイルに​テレポートする。​ユニットが​死亡する​度に、​この​スペルの​射程が​1増加する。[b][/b],
ABILITY_REAPERSTEP2_DESC,"Teleport to a tile in range 1, dealing damage to units you land on. Whenever a unit dies, this spell's range and damage increase by 1.",,"Se teletransporta a una casilla vacía en un alcance de 1 casilla e inflige daño a las unidades sobre las que aterriza. Cuando una unidad muere, el alcance de este hechizo aumenta en 1.","Vous vous téléportez dans un rayon de 1&nbsp;case et infligez des dégâts aux unités sur lesquelles vous atterrissez. Lorsqu'une unité décède, Portée et Dégâts&nbsp;+1&nbsp;de ce sort.","Teleportiere dich auf ein offenes Feld in Reichweite&nbsp;1 und verursache Schaden bei Einheiten, auf denen du landest. Die Reichweite und der Schaden dieses Zaubers erhöhen sich immer, wenn eine Einheit stirbt.","Ti teletrasporti in una casella in un raggio d'azione di 1, infliggendo danno alle unità su cui atterri. Ogni volta che un'unità muore, il raggio d'azione e il danno di questo incantesimo aumentano di 1.","Teletransporte-se para um espaço em alcance 1, causando dano a unidades nas quais você surge. Sempre que uma unidade morrer, o alcance deste encantamento aumenta em 1.",,,射程1の​タイルに​テレポートし、​着地した​ユニットに​ダメージを​与える。​ユニットが​死亡する​度に、​この​スペルの​射程と​ダメージが​1増加する。[b][/b],
ABILITY_FORBIDDENFAMINE_NAME,Forbidden Famine,,Hambruna prohibida,Famine interdite,Verbotene Hungersnot,Carestia Proibita,Fome Proibida,,,禁断の​飢餓,
ABILITY_FORBIDDENFAMINE_DESC,"Inflict Weakness 5, Poison 2, and Madness 2 on all enemies.There are permanent consequences for casting this spell… but maybe not for you. [s:.7](Castable once per battle.)[/s]",,"Inflige 5 de debilidad, 2 de veneno y 2 de locura a todos los enemigos.Habrá consecuencias permanentes por lanzar este hechizo..., pero quizá no para esta unidad.[s:.7](Se puede lanzar una vez por combate).[/s]","Vulnérabilité&nbsp;+5, Poison&nbsp;+2&nbsp;et Folie&nbsp;+2&nbsp;à tous les ennemis. Lancer ce sort entraîne des conséquences permanentes... mais peut-être pas pour vous.[s:.7](Une fois par combat.)[/s]","Verursache bei allen Gegnern Schwäche&nbsp;5, Gift&nbsp;2 und Wahnsinn&nbsp;2.Für das Verwenden dieses Zaubers gibt es bleibende Konsequenzen&nbsp;… Aber vielleicht nicht für dich.[s:.7](Einmal pro Kampf verwendbar.)[/s]","Infliggi Debolezza 5, Veleno 2 e Follia 2 a tutti i nemici.Ci saranno conseguenze permanenti per aver lanciato quest'incantesimo... ma forse non per te.[s:.7](Lanciabile una volta per battaglia.)[/s]","Aplique fraqueza 5, veneno 2 e insanidade 2 em todos os inimigos.Haverá consequências permanentes ao lançar este encantamento... mas talvez não para você. [s:.7](Um lançamento por batalha.)[/s]",,,全ての​敵に​ウィークネス5、​毒2、​狂気2を​付与する。​この​スペルを​発動すると​永続的な​結果が…でもあなたには​影響ないかも。[s:.7](バトル中1回発動可能)[/s],
ABILITY_FORBIDDENFAMINE2_DESC,"Inflict Leech 2, Weakness 5, Poison 2, and Madness 2 on all enemies.There are permanent consequences for casting this spell… but maybe not for you. [s:.7](Castable once per battle.)[/s]",,"Inflige 2 de sanguijuela, 5 de debilidad, 2 de veneno y 2 de locura a todos los enemigos.Habrá consecuencias permanentes por lanzar este hechizo..., pero quizá no para esta unidad.[s:.7](Se puede lanzar una vez por combate).[/s]","Sangsue&nbsp;+2, Vulnérabilité&nbsp;+5, Poison&nbsp;+2&nbsp;et Folie&nbsp;+2&nbsp;à tous les ennemis. Lancer ce sort entraîne des conséquences permanentes... mais peut-être pas pour vous.[s:.7](Une fois par combat.)[/s]","Verursache bei allen Gegnern Blutegel&nbsp;2, Schwäche&nbsp;5, Gift&nbsp;2 und Wahnsinn&nbsp;2.Für das Verwenden dieses Zaubers gibt es bleibende Konsequenzen&nbsp;… Aber vielleicht nicht für dich.[s:.7](Einmal pro Kampf verwendbar.)[/s]","Infliggi Sanguisuga 2, Debolezza 5, Veleno 2 e Follia 2 a tutti i nemici.Ci saranno conseguenze permanenti per aver lanciato quest'incantesimo... ma forse non per te.[s:.7](Lanciabile una volta per battaglia.)[/s]","Aplique sanguessuga 2, fraqueza 5, veneno 2 e insanidade 2 em todos os inimigos.Haverá consequências permanentes ao lançar este encantamento... mas talvez não para você. [s:.7](Um lançamento por batalha.)[/s]",,,全ての​敵に​リーチ2、​ウィークネス5、​毒2、​狂気2を​付与する。​この​スペルを​発動すると​永続的な​結果が…でもあなたには​影響ないかも。[s:.7](バトル中1回発動可能)[/s],
ABILITY_FLESHGOLEM_NAME,Flesh Golem,,Gólem carnoso,Golem de chair,Fleischgolem,Golem di Carne,Golem de Carne,,,フレッシュゴーレム,
