KEY,en,notes,sp,fr,de,it,pt-br,ru,ko,ja,zh
ARMOR_MOLTENNECKLACE_NAME,Molten Necklace,,Gargantilla fundida,Collier fondu,Geschmolzene Halskette,Collana Fusa,Colar Derretido,,,溶岩の​ネックレス,
ARMOR_MOLTENNECKLACE_DESC,Start with Burn 2. Your basic attack inflicts Burn 1. Inflict Burn 1 on units that contact you.,,Empieza con 2 de quemadura. El ataque básico inflige 1 de quemadura. Inflige 1 de quemadura a las unidades que entren en contacto con esta.,Vous débutez avec Brûlure +2. Votre attaque de base inflige Brûlure +1. Inflige Brûlure +1&nbsp;aux unités qui vous touchent.,"Beginne jeden Kampf mit Verbrennung&nbsp;2. Dein Grundangriff verursacht Verbrennung&nbsp;1. Verursache Verbrennung&nbsp;1 bei Einheiten, die dich berühren.",Inizi con Bruciatura 2. Il tuo attacco base infligge Bruciatura 1. Infliggi Bruciatura 1 alle unità che ti toccano.,Inicie com queimadura 2. Seu ataque básico aplica queimadura 1. Aplique queimadura 1 em unidades que entrarem em contato com você.,,,燃焼2で​開始。​通常攻撃が​燃焼1を​付与。​接触ユニットに​燃焼1を​付与。[b][/b],
SETBONUS_MOLTEN_NAME,Molten Set Bonus!,,¡Bonificación de conjunto fundido!,Bonus d'ensemble&nbsp;: fondu&nbsp;!,Setbonus: Geschmolzene Rüstung!,Bonus Set: Fuso!,Bônus de Conjunto Derretido!,,,溶岩セットボーナス!,
SETBONUS_MOLTEN_DESC,Fire immunity.,,Inmunidad al fuego.,Immunité au feu.,Immun gegen Feuer.,Immunità al fuoco.,Imunidade contra fogo.,,,火無効。,
,,,,,,,,,,,
ARMOR_HEADBRAND_NAME,Head Brand,,Estigma cefálico,Marque au front,Kopfmal,Marchio sulla Testa,Marca de Cabeça,,,額の​烙印,
ARMOR_HEADBRAND_DESC,"Your movement action is Jump.If you land on a unit, deal 1 damage to it and bounce to an adjacent tile.[s:.7](This counts as an empty armor slot.)[/s]",,"La acción de movimiento se convierte en un salto.Si cae sobre una unidad, le inflige 1 de daño antes de rebotar a la casilla adyacente.[s:.7](Cuenta como espacio de armadura vacío).[/s]","Votre action de déplacement devient Saut.Si vous atterrissez sur une unité, vous lui infligez 1&nbsp;dégât et rebondissez sur une case adjacente.[s:.7](Compte comme un emplacement d'armure vide.)[/s]","Deine Bewegungsaktion ist Sprung.Wenn du auf einer Einheit landest, verursachst du 1&nbsp;Schaden bei ihr und prallst auf ein benachbartes Feld ab.[s:.7](Zählt als leerer Rüstungsplatz.)[/s]","La tua azione di movimento è Salto.Se atterri su un'unità, infliggi 1 di danno e rimbalzi su una casella adiacente.[s:.7](Conta come uno slot armatura vuoto.)[/s]","Sua ação de movimento é um salto.Ao cair em uma unidade, cause 1 de dano e ricocheteie para um espaço adjacente.[s:.7](Este item conta como um espaço de armadura vazio.)[/s]",,,移動アクションが​ジャンプに​なる。​ユニットに​着地すると​1ダメージを​与えて​隣接タイルに​バウンド。[s:.7](​空装備スロット扱い。)[/s],
ARMOR_FACEBRAND_NAME,Face Brand,,Estigma en la cara,Marque au menton,Gesichtsmal,Marchio sul Viso,Marca de Rosto,,,顔の​烙印,
ARMOR_FACEBRAND_DESC,"Each time you use your basic attack, gain +1 [img:shield].[s:.7](This counts as an empty armor slot.)[/s]",,"Cada vez que lanza el ataque básico, obtiene +1 [img:shield].[s:.7](Cuenta como espacio de armadura vacío).[/s]",[img:shield] +1&nbsp;quand vous utilisez votre attaque de base.[s:.7](Compte comme un emplacement d'armure vide.)[/s],"Jedes Mal, wenn du deinen Grundangriff benutzt, erhältst du +1&nbsp;[img:shield].[s:.7](Zählt als leerer Rüstungsplatz.)[/s]","Ogni volta che usi il tuo attacco base, ottieni +1 allo [img:shield].[s:.7](Conta come uno slot armatura vuoto.)[/s]","Sempre que utilizar seu ataque básico, obtenha +1 de [img:shield].[s:.7](Este item conta como um espaço de armadura vazio.)[/s]",,,通常攻撃使用時に​+1 [img:shield]を​獲得。[s:.7](​空装備スロット扱い。)[/s],
ARMOR_PRAYERBEADS_NAME,Prayer Beads,,Rosario,Chapelet,Gebetskette,Grani di Preghiera,Terços de Oração,,,数珠,
ARMOR_PRAYERBEADS_DESC,"Each time you take damage, gain +3 Brace until your next turn.[s:.7](This counts as an empty armor slot.)[/s]",,"Cada vez que sufre daño, obtiene +3 de refuerzo hasta el próximo turno.[s:.7](Cuenta como espacio de armadura vacío).[/s]",Garde +3&nbsp;jusqu'à votre prochain tour chaque fois que vous subissez des dégâts.[s:.7](Compte comme un emplacement d'armure vide.)[/s],"Jedes Mal, wenn du Schaden erleidest, erhältst du bis zu deinem nächsten Zug +3&nbsp;Wappnen.[s:.7](Zählt als leerer Rüstungsplatz.)[/s]","Ogni volta che subisci danno, ottieni +3 alla Guardia fino al tuo prossimo turno.[s:.7](Conta come uno slot armatura vuoto.)[/s]","Sempre que sofrer dano, obtenha +3 de preparação até seu próximo turno.[s:.7](Este item conta como um espaço de armadura vazio.)[/s]",,,ダメージを​受ける​たびに​次の​ターンまで​+3ガードを​獲得。[s:.7](​空装備スロット扱い。)[/s],
SETBONUS_MONK_NAME,Monk Set Bonus!,,¡Bonificación de conjunto de monje!,Bonus d'ensemble&nbsp;: moine&nbsp;!,Setbonus: Mönchsroben!,Bonus Set: Monaco!,Bônus de Conjunto de Monge!,,,僧侶セットボーナス!,
SETBONUS_MONK_DESC,Gain +2 [img:shield] at the end of each turn.,,Obtiene +2 [img:shield] al final de cada turno.,[img:shield] +2&nbsp;à la fin de chaque tour.,Erhalte am Ende jedes Zuges +2&nbsp;[img:shield].,Ottieni +2 allo [img:shield] alla fine di ogni turno.,Obtenha +2 de [img:shield] no fim do seu turno.,,,各ターン終了時に​+2 [img:shield]を​獲得。,
,,,,,,,,,,,
ARMOR_MOTHERSHAT_NAME,Mother's Hat,,Sombrero materno,Chapeau de maman,Mutters Hut,Cappello della Madre,Chapéu da Mãe,,,母の​帽子,
ARMOR_MOTHERSHAT_DESC,Spawn a Charmed Tiny Tumor at the start of each battle and whenever you're downed.,,Genera un minitumor embrujado al inicio de cada combate y siempre que esta unidad esté abatida.,Invoque une petite tumeur envoûtée au début de chaque combat et quand vous êtes mis K.O.,"Ruf am Anfang jedes Kampfes und immer, wenn du in Ohnmacht fällst, einen freundlichen winzigen Tumor.",Generi un Tumore Minuscolo Ammaliato all'inizio di ogni battaglia e ogni volta che sei KO.,Gere um tumor minúsculo enfeitiçado no início de cada batalha e sempre que ficar inconsciente.,,,バトル開始時と​倒れた​時に​魅了された​小腫瘍を​生成。[b][/b],
ARMOR_MOTHERSMASK_NAME,Mother's Mask,,Máscara materna,Masque de maman,Mutters Maske,Maschera della Madre,Máscara da Mãe,,,母の​仮面,
ARMOR_MOTHERSMASK_DESC,Spawn a Charmed Tiny Tumor at the start of each battle and whenever you're downed.,,Genera un minitumor embrujado al inicio de cada combate y siempre que esta unidad esté abatida.,Invoque une petite tumeur envoûtée au début de chaque combat et quand vous êtes mis K.O.,"Ruf am Anfang jedes Kampfes und immer, wenn du in Ohnmacht fällst, einen freundlichen winzigen Tumor.",Generi un Tumore Minuscolo Ammaliato all'inizio di ogni battaglia e ogni volta che sei KO.,Gere um tumor minúsculo enfeitiçado no início de cada batalha e sempre que ficar inconsciente.,,,バトル開始時と​倒れた​時に​魅了された​小腫瘍を​生成。[b][/b],
ARMOR_MOTHERSNECKLACE_NAME,Mother's Necklace,,Gargantilla materna,Collier de maman,Mutters Halskette,Collana della Madre,Colar da Mãe,,,母の​ネックレス,
ARMOR_MOTHERSNECKLACE_DESC,Spawn a Charmed Tiny Tumor at the start of each battle and whenever you're downed.,,Genera un minitumor embrujado al inicio de cada combate y siempre que esta unidad esté abatida.,Invoque une petite tumeur envoûtée au début de chaque combat et quand vous êtes mis K.O.,"Ruf am Anfang jedes Kampfes und immer, wenn du in Ohnmacht fällst, einen freundlichen winzigen Tumor.",Generi un Tumore Minuscolo Ammaliato all'inizio di ogni battaglia e ogni volta che sei KO.,Gere um tumor minúsculo enfeitiçado no início de cada batalha e sempre que ficar inconsciente.,,,バトル開始時と​倒れた​時に​魅了された​小腫瘍を​生成。[b][/b],
SETBONUS_MOTHER_NAME,Mother Set Bonus!,,¡Bonificación de conjunto materno!,Bonus d'ensemble&nbsp;: maman&nbsp;!,Setbonus: Mutters Rüstung!,Bonus Set: Madre!,Bônus de Conjunto da Mãe!,,,母セットボーナス!,
SETBONUS_MOTHER_DESC,Familiars you spawn gain +2 Damage and +2 HP.,,Los familiares generados obtienen +2 de daño y +2 PS.,Les familiers que vous invoquez bénéficient de Dégâts +2&nbsp;et +2&nbsp;PV.,"Begleiter, die du rufst, erhalten +2&nbsp;Schaden und +2&nbsp;LP.",I famigli che generi ottengono +2 al Danno e +2 PS.,Familiares gerados por você obtêm +2 de dano e +2 PV.,,,生成した​使い魔が​+2ダメージと​+2HPを​獲得。[b][/b],
,,,,,,,,,,,
ARMOR_FACEWRAP_NAME,Face Wrap,,Envoltura facial,Bandelettes de visage,Gesichtsverband,Fasciatura per il Viso,Atadura de Rosto,,,顔の​包帯,
ARMOR_FACEWRAP_DESC,"+1 Health Regen.When downed, revive with 15% HP at the end of the round.",,"+1 de regeneración de salud.Cuando esta unidad está abatida, resucita con un 15 % de PS al final de la ronda.",Régénération de PV +1.Vous réanime en fin de manche avec 15&nbsp;% de PV si vous êtes mis K.O.,"+1&nbsp;Lebensregeneration.Wenn du ohnmächtig bist, wirst du am Ende der Runde mit 15&nbsp;% LP wiederbelebt.","+1 a Rigenerazione Salute.Quando sei KO, ti rianimi con il 15% dei PS alla fine del round.","+1 de regeneração de saúde.Ao ficar inconsciente, reviva com 15% de saúde no final da rodada.",,,+1HP再生。​倒れた​時、​ラウンド終了時に​15%HPで​復活。[b][/b],
ARMOR_HEADWRAP_NAME,Head Wrap,,Envoltura cefálica,Bandelettes de tête,Kopfverband,Fasciatura per la Testa,Atadura de Cabeça,,,頭の​包帯,
ARMOR_HEADWRAP_DESC,"+1 Health Regen.When downed, revive with 15% HP at the end of the round.",,"+1 de regeneración de salud.Cuando esta unidad está abatida, resucita con un 15 % de PS al final de la ronda.",Régénération de PV +1.Vous réanime en fin de manche avec 15&nbsp;% de PV si vous êtes mis K.O.,"+1&nbsp;Lebensregeneration.Wenn du ohnmächtig bist, wirst du am Ende der Runde mit 15&nbsp;% LP wiederbelebt.","+1 a Rigenerazione Salute.Quando sei KO, ti rianimi con il 15% dei PS alla fine del round.","+1 de regeneração de saúde.Ao ficar inconsciente, reviva com 15% de saúde no final da rodada.",,,+1HP再生。​倒れた​時、​ラウンド終了時に​15%HPで​復活。[b][/b],
ARMOR_NECKWRAP_NAME,Neck Wrap,,Envoltura para cuello,Bandelettes de cou,Halsverband,Fasciatura per il Collo,Atadura de Pescoço,,,首の​包帯,
ARMOR_NECKWRAP_DESC,"+1 Health Regen.When downed, revive with 15% HP at the end of the round.",,"+1 de regeneración de salud.Cuando esta unidad está abatida, resucita con un 15 % de PS al final de la ronda.",Régénération de PV +1.Vous réanime en fin de manche avec 15&nbsp;% de PV si vous êtes mis K.O.,"+1&nbsp;Lebensregeneration.Wenn du ohnmächtig bist, wirst du am Ende der Runde mit 15&nbsp;% LP wiederbelebt.","+1 a Rigenerazione Salute.Quando sei KO, ti rianimi con il 15% dei PS alla fine del round.","+1 de regeneração de saúde.Ao ficar inconsciente, reviva com 15% de saúde no final da rodada.",,,+1HP再生。​倒れた​時、​ラウンド終了時に​15%HPで​復活。[b][/b],
SETBONUS_MUMMY_NAME,Mummy Set Bonus!,,¡Bonificación de conjunto de momia!,Bonus d'ensemble&nbsp;: momie&nbsp;!,Setbonus: Mumie!,Bonus Set: Mummia!,Bônus de Conjunto de Múmia!,,,ミイラセットボーナス!,
SETBONUS_MUMMY_DESC,"When downed, inflict Rot 1 and Weakness 1 on all enemies.When downed, revive with +30% HP at the end of the round.",,"Cuando está abatida, esta unidad inflige 1 de putrefacción y 1 de debilidad a todos los enemigos.Cuando está abatida, resucita con +30 % de PS al final de la ronda.","Mort, inflige Décomposition +1&nbsp;et Vulnérabilité +1&nbsp;à tous les ennemis.Vous réanime avec +30&nbsp;% de PV en fin de manche si vous êtes mis K.O.","Wenn du ohnmächtig wirst, verursachst du Fäulnis&nbsp;1 und Schwäche&nbsp;1 bei allen Gegnern.Wenn du ohnmächtig bist, wirst du am Ende der Runde mit +30&nbsp;% LP wiederbelebt.","Quando sei KO, infliggi Putrefazione 1 e Debolezza 1 a tutti i nemici.Quando sei KO, ti rianimi con +30% dei PS alla fine del round.","Ao ficar inconsciente, aplique apodrecimento 1 e fraqueza 1 em todos os inimigos.Ao ficar inconsciente, reviva com +30% de saúde no final da rodada.",,,倒れた​時、​全敵に​腐敗1と​衰弱1を​付与。​倒れた​時、​ラウンド終了時に​+30%HPで​復活。[b][/b],
,,,,,,,,,,,
ARMOR_SPIDERHAT_NAME,Spider Hat,,Gorro arácnido,Chapeau araignée,Spinnenhut,Cappello Aracnide,Chapéu de Aranha,,,蜘蛛の​帽子,
ARMOR_SPIDERHAT_DESC,"When you destroy a corpse, spawn 2 Spiderlings.",,"Al destruir un cadáver, genera 2 arañitas.","Quand vous détruisez un cadavre, 2&nbsp;jeunes araignées sont invoquées.","Wenn du eine Leiche zerstörst, rufst du 2&nbsp;Spinnenlinge.","Quando distruggi un cadavere, generi 2 Ragnetti.","Ao destruir um corpo, gere 2 aranhinhas.",,,死体を​破壊すると​2体の​スパイダーリングを​生成。[b][/b],
ARMOR_DEATHMASK_NAME,Death Mask,,Máscara de la muerte,Masque mortuaire,Todesmaske,Maschera della Morte,Máscara da Morte,,,死の​仮面,
ARMOR_DEATHMASK_DESC,"Get downed at the start of each battle, then revive at the end of the first round with full HP and +2 [img:shield].",,Esta unidad resulta abatida al inicio de cada combate y luego resucita al final de la primera ronda con todos los PS y +2 [img:shield].,Vous êtes mis K.O. au début de chaque combat puis êtes réanimé en fin de première manche avec tous vos PV et [img:shield] +2.,Am Anfang jedes Kampfes fällst du in Ohnmacht. Am Ende der ersten Runde wirst du mit vollen LP und +2&nbsp;[img:shield] wiederbelebt.,"Vai KO all'inizio di ogni battaglia, poi ti rianimi alla fine del primo round con tutti i PS e +2 allo [img:shield].","Fique inconsciente no início de cada batalha, e então reviva no final da primeira rodada com saúde completa e +2 de [img:shield].",,,各バトル開始時に​倒れ、​最初の​ラウンド終了時に​満タンHPと​+2 [img:shield]で​復活。,
ARMOR_LEECHNECKLACE_NAME,Leech Necklace,,Gargantilla de sanguijuela,Collier sangsue,Blutegelhalskette,Collana della Sanguisuga,Colar de Sanguessuga,,,吸血の​ネックレス,
ARMOR_LEECHNECKLACE_DESC,Your spells inflict Leech 1 against enemies.,,Sus hechizos infligen 1 de sanguijuela a los enemigos.,Vos sorts infligent Sangsue +1&nbsp;à vos ennemis.,Deine Zauber verursachen bei Gegnern Blutegel&nbsp;1.,I tuoi incantesimi infliggono Sanguisuga 1 ai nemici.,Seus encantamentos aplicam sanguessuga 1 em inimigos.,,,スペルが​敵に​吸血1を​付与。[b][/b],
SETBONUS_NECROMANCER_NAME,Necromancer Set Bonus!,,¡Bonificación de conjunto de nigromante!,Bonus d'ensemble&nbsp;: occultiste&nbsp;!,Setbonus: Totenbeschwörer!,Bonus Set: Necromante!,Bônus de Conjunto de Necromante!,,,ネクロマンサーセットボーナス!,
SETBONUS_NECROMANCER_DESC,"When downed, spawn a shadow copy of yourself that fades away after one turn.",,"Cuando esta unidad está abatida, genera una sombra que desaparece después de un turno.","Quand vous êtes mis K.O., invoque un double spectral qui disparaît après un tour.","Wenn du ohnmächtig wirst, rufst du einen Schattenklon, der nach einem Zug verschwindet.","Quando sei KO, generi una tua copia ombra che svanisce dopo un turno.","Ao ficar inconsciente, gere uma cópia sombria de si que desaparece após um turno.",,,倒れた​時、​1ターン後に​消える​影の​分身を​生成。[b][/b],
,,,,,,,,,,,
ARMOR_OBI_NAME,Obi,,Obi,Obi,Obi,Obi,Obi,,,帯,
ARMOR_OBI_DESC,Start battle with +2 bonus moves.,,Empieza el combate con +2 de bonificación de movimiento.,Vous débutez le combat avec 2&nbsp;déplacements bonus.,Beginne den Kampf mit +2&nbsp;Bonusbewegungen.,Inizi la battaglia con +2 movimenti bonus.,Inicie a batalha com +2 movimentos bônus.,,,バトル開始時に​+2ボーナス移動。[b][/b],
ARMOR_FUKUMEN_NAME,Fukumen,,Fukumen,Fukumen,Fukumen,Fukumen,Fukumen,,,覆面,
ARMOR_FUKUMEN_DESC,Counter the first 2 attacks you receive each battle.,,Contrarresta los 2 primeros ataques sufridos en cada combate.,Vous contrez les 2&nbsp;premières attaques que vous subissez à chaque combat.,Kontere in jedem Kampf die ersten 2&nbsp;Angriffe auf dich.,Contrattacchi ai primi 2 attacchi che subisci in ​​ogni battaglia.,Contra-ataque os 2 primeiros ataques que você sofre em cada batalha.,,,各バトルで​最初の​2回の​攻撃を​カウンター。[b][/b],
ARMOR_ZUKIN_NAME,Zukin,,Zukin,Zukin,Zukin,Zukin,Zukin,,,頭巾,
ARMOR_ZUKIN_DESC,Start battle with +2 Backflip.,,Empieza el combate con +2 mortales hacia atrás.,Vous débutez le combat avec Salto arrière +2.,Beginne den Kampf mit +2&nbsp;Rückwärtssalto.,Inizi la battaglia con +2 Salto Mortale all'Indietro.,Inicie a batalha com +2 mortais para trás.,,,バトル開始時に​+2バックフリップ。[b][/b],
SETBONUS_NINJA_NAME,Ninja Set Bonus!,,¡Bonificación de conjunto ninja!,Bonus d'ensemble&nbsp;: ninja&nbsp;!,Setbonus: Ninjarüstung!,Bonus Set: Ninja!,Bônus de Conjunto de Ninja!,,,忍者セットボーナス!,
SETBONUS_NINJA_DESC,Start battle with a bonus attack.,,Empieza el combate con una bonificación de ataque.,Vous débutez le combat avec une attaque bonus.,Beginne den Kampf mit einem Bonusangriff.,Inizi la battaglia con un attacco bonus.,Inicie a batalha com um ataque bônus.,,,バトル開始時に​ボーナス攻撃。,
,,,,,,,,,,,
ARMOR_NURSEHAT_NAME,Nurse Hat,,Gorro de enfermería,Coiffe d'infirmière,Krankenpflegerhut,Cappello da Infermiere,Chapéu de Enfermeira,,,ナースキャップ,
ARMOR_NURSEHAT_DESC,+1 Health Regen. Your heals heal for 1 extra.,,+1 de regeneración de salud. Sus acciones curativas devuelven 1 PS extra.,Régénération de PV +1. Vos soins vous soignent 1&nbsp;fois de plus.,+1&nbsp;Lebensregeneration. Deine Heilungen heilen 1&nbsp;LP mehr.,+1 a Rigenerazione Salute. Le tue cure rigenerano 1 PS aggiuntivo.,+1 de regeneração de saúde. Suas curam curam 1 a mais.,,,+1HP再生。​回復効果が​1増加。[b][/b],
ARMOR_NURSEMASK_NAME,Nurse Mask,,Máscara de enfermería,Masque d'infirmière,Krankenpflegermaske,Maschera da Infermiere,Máscara de Enfermeira,,,ナースマスク,
ARMOR_NURSEMASK_DESC,+1 Health Regen. Your heals heal for 1 extra.,,+1 de regeneración de salud. Sus acciones curativas devuelven 1 PS extra.,Régénération de PV +1. Vos soins vous soignent 1&nbsp;fois de plus.,+1&nbsp;Lebensregeneration. Deine Heilungen heilen 1&nbsp;LP mehr.,+1 a Rigenerazione Salute. Le tue cure rigenerano 1 PS aggiuntivo.,+1 de regeneração de saúde. Suas curam curam 1 a mais.,,,+1HP再生。​回復効果が​1増加。[b][/b],
ARMOR_NURSENECKLACE_NAME,Nurse Necklace,,Gargantilla de enfermería,Collier d'infirmière,Krankenpflegerkette,Collana da Infermiere,Colar de Enfermeira,,,ナースの​ネックレス,
ARMOR_NURSENECKLACE_DESC,+1 Health Regen. Your heals heal for 1 extra.,,+1 de regeneración de salud. Sus acciones curativas devuelven 1 PS extra.,Régénération de PV +1. Vos soins vous soignent 1&nbsp;fois de plus.,+1&nbsp;Lebensregeneration. Deine Heilungen heilen 1&nbsp;LP mehr.,+1 a Rigenerazione Salute. Le tue cure rigenerano 1 PS aggiuntivo.,+1 de regeneração de saúde. Suas curam curam 1 a mais.,,,+1HP再生。​回復効果が​1増加。[b][/b],
SETBONUS_NURSE_NAME,Nurse Set Bonus!,,¡Bonificación de conjunto de enfermería!,Bonus d'ensemble&nbsp;: infirmière&nbsp;!,Setbonus: Krankenpfleger!,Bonus Set: Infermiere!,Bônus de Conjunto de Enfermeira!,,,ナースセットボーナス!,
SETBONUS_NURSE_DESC,Your basic attack becomes holy and can heal allies.,,El ataque básico se convierte en sagrado y puede curar a los aliados.,Votre attaque de base devient de type Saint et soigne les alliés.,Dein Grundangriff wird heilig und kann Verbündete heilen.,Il tuo attacco base diventa sacro e può curare gli alleati.,Seu ataque básico se torna do elemento sagrado e pode curar aliados.,,,通常攻撃が​聖属性に​なり味方を​回復可能。[b][/b],
,,,,,,,,,,,
ARMOR_OBELISKMASK_NAME,Obelisk Jewel,,Joya del obelisco,Joyau de l'obélisque,Obeliskjuwel,Gioiello dell'Obelisco,Jóia de Obelisco,,,オベリスクの​宝石,
ARMOR_OBELISKMASK_DESC,"Gain +2 [img:int] and +2 [img:cha] when you kill a unit.Stats obtained this way are lost when you take damage.",,Obtiene +2 [img:int] y +2 [img:cha] al matar a una unidad.Los atributos obtenidos así se pierden al sufrir daño.,[img:int] +2&nbsp;et [img:cha] +2&nbsp;quand vous tuez une unité.Vous perdez les stats obtenues de cette manière quand vous subissez des dégâts.,"Erhalte +2&nbsp;[img:int] und +2&nbsp;[img:cha], wenn du eine Einheit tötest.Attribute, die du auf diese Weise erhältst, verschwinden, wenn du Schaden erleidest.",Ottieni +2 all'[img:int] e +2 al [img:cha] quando uccidi un'unità.Le statistiche ottenute in questo modo vengono perse quando subisci danno.,Obtenha +2 de [img:int] e +2 de [img:cha] ao matar uma unidade.Atributos obtidos desta forma são perdidos ao sofrer dano.,,,ユニットを​倒すと​+2 [img:int]と​+2 [img:cha]を​獲得。​この​方法で​獲得した​ステータスは​ダメージを​受けると​失う。,
ARMOR_OBELISKHAT_NAME,Obelisk Helmet,,Casco del obelisco,Casque de l'obélisque,Obeliskhelm,Elmo dell'Obelisco,Capacete de Obelisco,,,オベリスクの​ヘルメット,
ARMOR_OBELISKHAT_DESC,"Gain +2 [img:dex] and +2 [img:lck] when you kill a unit.Stats obtained this way are lost when you take damage.",,Obtiene +2 [img:dex] y +2 [img:lck] al matar a una unidad.Los atributos obtenidos así se pierden al sufrir daño.,[img:dex] +2&nbsp;et [img:lck] +2&nbsp;quand vous tuez une unité.Vous perdez les stats obtenues de cette manière quand vous subissez des dégâts.,"Erhalte +2&nbsp;[img:dex] und +2&nbsp;[img:lck], wenn du eine Einheit tötest.Attribute, die du auf diese Weise erhältst, verschwinden, wenn du Schaden erleidest.",Ottieni +2 alla [img:dex] e +2 alla [img:lck] quando uccidi un'unità.Le statistiche ottenute in questo modo vengono perse quando subisci danno.,Obtenha +2 de [img:dex] e +2 de [img:lck] ao matar uma unidade.Atributos obtidos desta forma são perdidos ao sofrer dano.,,,ユニットを​倒すと​+2 [img:dex]と​+2 [img:lck]を​獲得。​この​方法で​獲得した​ステータスは​ダメージを​受けると​失う。,
ARMOR_OBELISKARMOR_NAME,Obelisk Pauldrons,,Hombreras del obelisco,Épaulettes de l'obélisque,Obeliskschulterpolster,Spallacci dell'Obelisco,Ombreiras de Obelisco,,,オベリスクの​ポールドロン,
ARMOR_OBELISKARMOR_DESC,"Gain +2 [img:str], +2 [img:spd] and +2 [img:con] when you kill a unit.Stats obtained this way are lost when you take damage.",,"Obtiene +2 [img:str], +2 [img:spd] y +2 [img:con] al matar a una unidad.Los atributos obtenidos así se pierden al sufrir daño.","[img:str] +2, [img:spd] +2&nbsp;et [img:con] +2&nbsp;quand vous tuez une unité.Vous perdez les stats obtenues de cette manière quand vous subissez des dégâts.","Erhalte +2&nbsp;[img:str], +2&nbsp;[img:spd] und +2&nbsp;[img:con], wenn du eine Einheit tötest.Attribute, die du auf diese Weise erhältst, verschwinden, wenn du Schaden erleidest.","Ottieni +2 alla [img:str], +2 alla [img:spd] e +2 alla [img:con] quando uccidi un'unità.Le statistiche ottenute in questo modo vengono perse quando subisci danno.","Obtenha +2 de [img:str], +2 de [img:spd] e +2 de [img:con] ao matar uma unidade.Atributos obtidos desta forma são perdidos ao sofrer dano.",,,ユニットを​倒すと​+2 [img:str]、​+2 [img:spd]、​+2 [img:con]を​獲得。​この​方法で​獲得した​ステータスは​ダメージを​受けると​失う。,
SETBONUS_OBELISK_NAME,Obelisk Set Bonus!,,¡Bonificación de conjunto del obelisco!,Bonus d'ensemble&nbsp;: obélisque&nbsp;!,Setbonus: Obelisk!,Bonus Set: Obelisco!,Bônus de Conjunto de Obelisco!,,,オベリスクセットボーナス!,
SETBONUS_OBELISK_DESC,"If you end your turn with unused movement actions, gain +1 [img:divineshield].",,"Si acaba el turno con acciones de movimiento sin usar, obtiene +1 [img:divineshield].",[img:divineshield] +1&nbsp;si vous terminez votre tour avec des actions de déplacement inutilisées.,"Wenn du deinen Zug mit unbenutzten Bewegungsaktionen beendest, erhältst du +1&nbsp;[img:divineshield].","Se termini il tuo turno con azioni di movimento non utilizzate, ottieni +1 allo [img:divineshield].","Ao finalizar seu turno com ações de movimento não utilizadas, obtenha +1 de [img:divineshield].",,,未使用の​移動アクションで​ターンを​終えると​+1 [img:divineshield]を​獲得。,
,,,,,,,,,,,
ARMOR_PAPERHAT_NAME,Paper Hat,,Gorro de papel,Chapeau en papier,Papierhut,Cappello di Carta,Chapéu de Papel,,,紙の​帽子,
ARMOR_PAPERHAT_DESC,"+1 Bleed Thorns.Your basic attack inflicts Bleed.Fragile, Brittle, Flammable, melts in water.",,"+1 de espinas hemorrágicas.El ataque básico inflige hemorragia.Fragilidad, endeblez, inflamabilidad. Se derrite en el agua.","Épines sanglantes +1.Votre attaque de base inflige Saignement.Fragile, Cassant, Inflammable, se désintègre dans l'eau.","+1&nbsp;Blutige Dornen.Dein Grundangriff verursacht Blutung.Zerbrechlich, Spröde, Leicht brennbar, Wasserlöslich.","+1 Spine Insanguinate.Il tuo attacco base infligge Sanguinamento.Fragile, Friabile, Infiammabile, si scioglie in acqua.","+1 de espinhos de sangramento.Seu ataque básico aplica sangramento.Frágil, quebradiço, inflamável, derrete na água.",,,+1出血棘。​通常攻撃が​出血を​付与。​壊れやすい、​もろい、​可燃性、​水で​溶ける。[b][/b],
ARMOR_PAPERMASK_NAME,Paper Mask,,Máscara de papel,Masque en papier,Papiermaske,Maschera di Carta,Máscara de Papel,,,紙の​仮面,
ARMOR_PAPERMASK_DESC,"+1 Bleed Thorns.Your basic attack inflicts Bleed.Fragile, Brittle, Flammable, melts in water.",,"+1 de espinas hemorrágicas.El ataque básico inflige hemorragia.Fragilidad, endeblez, inflamabilidad. Se derrite en el agua.","Épines sanglantes +1.Votre attaque de base inflige Saignement.Fragile, Cassant, Inflammable, se désintègre dans l'eau.","+1&nbsp;Blutige Dornen.Dein Grundangriff verursacht Blutung.Zerbrechlich, Spröde, Leicht brennbar, Wasserlöslich.","+1 Spine Insanguinate.Il tuo attacco base infligge Sanguinamento.Fragile, Friabile, Infiammabile, si scioglie in acqua.","+1 de espinhos de sangramento.Seu ataque básico aplica sangramento.Frágil, quebradiço, inflamável, derrete na água.",,,+1出血棘。​通常攻撃が​出血を​付与。​壊れやすい、​もろい、​可燃性、​水で​溶ける。[b][/b],
ARMOR_PAPERARMOR_NAME,Paper Shoulder Pads,,Hombreras de papel,Épaulettes en papier,Papierschulterpolster,Spalline di Carta,Ombreiras de Papel,,,紙の​ショルダーパッド,
